"window_id","n_obs","minw","lag","nrep","gsadf_stat","gsadf_cv95","gsadf_reject","error"
"w000766",60,50,1,499,-1.62226616856392,0.461119876580165,FALSE,""
"w000767",60,50,1,499,-1.76347213148101,0.461119876580165,FALSE,""
"w000768",60,50,1,499,-2.74410840164508,0.461119876580165,FALSE,""
"w000769",60,50,1,499,-2.26840806882853,0.461119876580165,FALSE,""
"w000770",60,50,1,499,-0.674110949677236,0.461119876580165,FALSE,""
"w000771",60,50,1,499,0.621148000557846,0.461119876580165,TRUE,""
"w000772",60,50,1,499,-2.1890756633223,0.461119876580165,FALSE,""
"w000773",60,50,1,499,-2.3107295753008,0.461119876580165,FALSE,""
"w000774",60,50,1,499,-2.16916878116657,0.461119876580165,FALSE,""
"w000775",60,50,1,499,-1.32199697564469,0.461119876580165,FALSE,""
"w000776",60,50,1,499,-1.38571655094723,0.461119876580165,FALSE,""
"w000777",60,50,1,499,-1.72021789017072,0.461119876580165,FALSE,""
"w000778",60,50,1,499,-2.05016855031574,0.461119876580165,FALSE,""
"w000779",60,50,1,499,-0.218647409643105,0.461119876580165,FALSE,""
"w000780",60,50,1,499,-1.41878276236215,0.461119876580165,FALSE,""
"w000781",60,50,1,499,-1.41655934890557,0.461119876580165,FALSE,""
"w000782",60,50,1,499,-1.48897944871946,0.461119876580165,FALSE,""
"w000783",60,50,1,499,-0.617220002410015,0.461119876580165,FALSE,""
"w000784",60,50,1,499,-0.0854676729535264,0.461119876580165,FALSE,""
"w000785",60,50,1,499,-2.45912295222955,0.461119876580165,FALSE,""
"w000786",60,50,1,499,-1.76202241833471,0.461119876580165,FALSE,""
"w000787",60,50,1,499,-0.978409755467537,0.461119876580165,FALSE,""
"w000788",60,50,1,499,-1.81228006291455,0.461119876580165,FALSE,""
"w000789",60,50,1,499,-1.58696207353248,0.461119876580165,FALSE,""
"w000790",60,50,1,499,0.698907445906703,0.461119876580165,TRUE,""
"w000791",60,50,1,499,-0.697435386170013,0.461119876580165,FALSE,""
"w000792",60,50,1,499,0.274321492870182,0.461119876580165,FALSE,""
"w000793",60,50,1,499,-1.34217095344779,0.461119876580165,FALSE,""
"w000794",60,50,1,499,-0.245847006518282,0.461119876580165,FALSE,""
"w000795",60,50,1,499,-0.42604070257066,0.461119876580165,FALSE,""
"w000796",60,50,1,499,-0.187905828416886,0.461119876580165,FALSE,""
"w000797",60,50,1,499,1.21181051172182,0.461119876580165,TRUE,""
"w000798",60,50,1,499,-1.89805650174622,0.461119876580165,FALSE,""
"w000799",60,50,1,499,-2.22156261243685,0.461119876580165,FALSE,""
"w000800",60,50,1,499,-0.191188990715494,0.461119876580165,FALSE,""
"w000801",60,50,1,499,-2.7832653191065,0.461119876580165,FALSE,""
"w000802",60,50,1,499,-1.89414168132232,0.461119876580165,FALSE,""
"w000803",60,50,1,499,-0.911070546300309,0.461119876580165,FALSE,""
"w000804",60,50,1,499,-0.826937549252355,0.461119876580165,FALSE,""
"w000805",60,50,1,499,-0.853576605134459,0.461119876580165,FALSE,""
"w000806",60,50,1,499,-1.75522330720587,0.461119876580165,FALSE,""
"w000807",60,50,1,499,-1.10572029048576,0.461119876580165,FALSE,""
"w000808",60,50,1,499,-0.632755191758851,0.461119876580165,FALSE,""
"w000809",60,50,1,499,-1.71334456279671,0.461119876580165,FALSE,""
"w000810",60,50,1,499,-1.42047675206354,0.461119876580165,FALSE,""
"w000811",60,50,1,499,-1.66287510665044,0.461119876580165,FALSE,""
"w000812",60,50,1,499,-2.01017137851543,0.461119876580165,FALSE,""
"w000813",60,50,1,499,-0.713632890535169,0.461119876580165,FALSE,""
"w000814",60,50,1,499,-1.27776984707268,0.461119876580165,FALSE,""
"w000815",60,50,1,499,-0.959581890561287,0.461119876580165,FALSE,""
"w000816",60,50,1,499,-2.08707534894637,0.461119876580165,FALSE,""
"w000817",60,50,1,499,0.603263748486152,0.461119876580165,TRUE,""
"w000818",60,50,1,499,-1.22361768582562,0.461119876580165,FALSE,""
"w000819",60,50,1,499,2.53521380224592,0.461119876580165,TRUE,""
"w000820",60,50,1,499,-1.83096418796364,0.461119876580165,FALSE,""
"w000821",60,50,1,499,0.312851679877433,0.461119876580165,FALSE,""
"w000822",60,50,1,499,-1.33039803674004,0.461119876580165,FALSE,""
"w000823",60,50,1,499,-1.52335228154926,0.461119876580165,FALSE,""
"w000824",60,50,1,499,-1.09409904837497,0.461119876580165,FALSE,""
"w000826",60,50,1,499,-0.976948982513103,0.461119876580165,FALSE,""
"w000827",60,50,1,499,-0.915710719564072,0.461119876580165,FALSE,""
"w000828",60,50,1,499,-2.96915205297603,0.461119876580165,FALSE,""
"w000829",60,50,1,499,-1.31963200135605,0.461119876580165,FALSE,""
"w000830",60,50,1,499,-1.16938254576956,0.461119876580165,FALSE,""
"w000831",60,50,1,499,-2.78651767933786,0.461119876580165,FALSE,""
"w000832",60,50,1,499,-0.47480928823872,0.461119876580165,FALSE,""
"w000833",60,50,1,499,-2.5689457097638,0.461119876580165,FALSE,""
"w000834",60,50,1,499,0.0912469708163833,0.461119876580165,FALSE,""
"w000835",60,50,1,499,-1.38496588170191,0.461119876580165,FALSE,""
"w000836",60,50,1,499,-0.855469802398215,0.461119876580165,FALSE,""
"w000837",60,50,1,499,0.726457882153699,0.461119876580165,TRUE,""
"w000838",60,50,1,499,-2.55867749570235,0.461119876580165,FALSE,""
"w000839",60,50,1,499,-0.812941960780801,0.461119876580165,FALSE,""
"w000840",60,50,1,499,-2.11325948757933,0.461119876580165,FALSE,""
"w000841",60,50,1,499,-1.55637924830245,0.461119876580165,FALSE,""
"w000842",60,50,1,499,-1.12366049520538,0.461119876580165,FALSE,""
"w000843",60,50,1,499,-1.0698310758338,0.461119876580165,FALSE,""
"w000844",60,50,1,499,-1.27698537127205,0.461119876580165,FALSE,""
"w000845",60,50,1,499,-1.34338487396936,0.461119876580165,FALSE,""
"w000846",60,50,1,499,0.153841358594419,0.461119876580165,FALSE,""
"w000847",60,50,1,499,-0.905539221359446,0.461119876580165,FALSE,""
"w000848",60,50,1,499,-1.22595853362614,0.461119876580165,FALSE,""
"w000849",60,50,1,499,-1.0910190971367,0.461119876580165,FALSE,""
"w000850",60,50,1,499,-0.442469510273772,0.461119876580165,FALSE,""
"w000851",60,50,1,499,-2.46433328634211,0.461119876580165,FALSE,""
"w000852",60,50,1,499,-1.62252699689358,0.461119876580165,FALSE,""
"w000853",60,50,1,499,-2.39284367712988,0.461119876580165,FALSE,""
"w000854",60,50,1,499,-1.51297144662348,0.461119876580165,FALSE,""
"w000855",60,50,1,499,0.0769699989731128,0.461119876580165,FALSE,""
"w000856",60,50,1,499,-1.1883571298271,0.461119876580165,FALSE,""
"w000857",60,50,1,499,-1.49469184304752,0.461119876580165,FALSE,""
"w000858",60,50,1,499,-1.54181047875856,0.461119876580165,FALSE,""
"w000859",60,50,1,499,-0.509508657863795,0.461119876580165,FALSE,""
"w000860",60,50,1,499,-0.557796373661564,0.461119876580165,FALSE,""
"w000861",60,50,1,499,2.22404042984347,0.461119876580165,TRUE,""
"w000862",60,50,1,499,-2.20439660647023,0.461119876580165,FALSE,""
"w000863",60,50,1,499,-2.4002031909036,0.461119876580165,FALSE,""
"w000864",60,50,1,499,-0.668733899222395,0.461119876580165,FALSE,""
"w000865",60,50,1,499,-1.31475230345149,0.461119876580165,FALSE,""
"w000866",60,50,1,499,-2.01256245373009,0.461119876580165,FALSE,""
"w000867",60,50,1,499,-1.0910190971367,0.461119876580165,FALSE,""
"w000868",60,50,1,499,-0.417568135754996,0.461119876580165,FALSE,""
"w000869",60,50,1,499,-1.50090548662697,0.461119876580165,FALSE,""
"w000870",60,50,1,499,-1.27614507874057,0.461119876580165,FALSE,""
"w000871",60,50,1,499,-2.12509417453484,0.461119876580165,FALSE,""
"w000872",60,50,1,499,1.35087507994381,0.461119876580165,TRUE,""
"w000873",60,50,1,499,-1.73950535281974,0.461119876580165,FALSE,""
"w000874",60,50,1,499,-0.489088768248041,0.461119876580165,FALSE,""
"w000875",60,50,1,499,-0.235867699195555,0.461119876580165,FALSE,""
"w000876",60,50,1,499,-0.501249388403897,0.461119876580165,FALSE,""
"w000877",60,50,1,499,-0.85888528706063,0.461119876580165,FALSE,""
"w000878",60,50,1,499,-1.04179142035145,0.461119876580165,FALSE,""
"w000879",60,50,1,499,-0.101823480651509,0.461119876580165,FALSE,""
"w000880",60,50,1,499,-1.13008322125498,0.461119876580165,FALSE,""
"w000881",60,50,1,499,-1.53825707709407,0.461119876580165,FALSE,""
"w000882",60,50,1,499,-2.08393292199843,0.461119876580165,FALSE,""
"w000883",60,50,1,499,-2.81917001774527,0.461119876580165,FALSE,""
"w000884",60,50,1,499,0.329055025931418,0.461119876580165,FALSE,""
"w000885",60,50,1,499,0.503515585705888,0.461119876580165,TRUE,""
"w000886",60,50,1,499,-2.66505560907842,0.461119876580165,FALSE,""
"w000887",60,50,1,499,1.02494796002658,0.461119876580165,TRUE,""
"w000888",60,50,1,499,-0.440664886151353,0.461119876580165,FALSE,""
"w000889",60,50,1,499,-2.25657996026449,0.461119876580165,FALSE,""
"w000890",60,50,1,499,-0.136614730728187,0.461119876580165,FALSE,""
"w000891",60,50,1,499,0.327537538097509,0.461119876580165,FALSE,""
"w000892",60,50,1,499,-1.44283407818382,0.461119876580165,FALSE,""
"w000893",60,50,1,499,-1.01991378693039,0.461119876580165,FALSE,""
"w000895",60,50,1,499,-3.84297610618049,0.461119876580165,FALSE,""
"w000896",60,50,1,499,-1.7684776039151,0.461119876580165,FALSE,""
"w000897",60,50,1,499,-2.11688613612342,0.461119876580165,FALSE,""
"w000898",60,50,1,499,-1.02207121472742,0.461119876580165,FALSE,""
"w000899",60,50,1,499,-1.68274953377427,0.461119876580165,FALSE,""
"w000900",60,50,1,499,-1.47619019998501,0.461119876580165,FALSE,""
"w000901",60,50,1,499,-0.707175836322933,0.461119876580165,FALSE,""
"w000902",60,50,1,499,-1.25160673665634,0.461119876580165,FALSE,""
"w000903",60,50,1,499,0.107982141194353,0.461119876580165,FALSE,""
"w000904",60,50,1,499,-1.05935004891495,0.461119876580165,FALSE,""
"w000905",60,50,1,499,-1.63879941382833,0.461119876580165,FALSE,""
"w000906",60,50,1,499,-0.274470652524191,0.461119876580165,FALSE,""
"w000907",60,50,1,499,-1.26174379016232,0.461119876580165,FALSE,""
"w000908",60,50,1,499,0.213826318024459,0.461119876580165,FALSE,""
"w000909",60,50,1,499,-0.619295502878037,0.461119876580165,FALSE,""
"w000910",60,50,1,499,-1.5824942474264,0.461119876580165,FALSE,""
"w000911",60,50,1,499,-1.17490857104908,0.461119876580165,FALSE,""
"w000912",60,50,1,499,-1.61118070925484,0.461119876580165,FALSE,""
"w000913",60,50,1,499,0.535317390195715,0.461119876580165,TRUE,""
"w000914",60,50,1,499,-1.88261299559559,0.461119876580165,FALSE,""
"w000915",60,50,1,499,-1.17599824745866,0.461119876580165,FALSE,""
"w000916",60,50,1,499,-0.732250686878741,0.461119876580165,FALSE,""
"w000917",60,50,1,499,-1.4588849834317,0.461119876580165,FALSE,""
"w000918",60,50,1,499,0.494317077988212,0.461119876580165,TRUE,""
"w000919",60,50,1,499,-2.42262447727402,0.461119876580165,FALSE,""
"w000920",60,50,1,499,-0.200132127404953,0.461119876580165,FALSE,""
"w000921",60,50,1,499,-0.0865119670705915,0.461119876580165,FALSE,""
"w000922",60,50,1,499,-1.81341360660895,0.461119876580165,FALSE,""
"w000923",60,50,1,499,-0.867324381981903,0.461119876580165,FALSE,""
"w000924",60,50,1,499,-1.46999180404855,0.461119876580165,FALSE,""
"w000925",60,50,1,499,-0.228785574000867,0.461119876580165,FALSE,""
"w000926",60,50,1,499,-0.99018927231896,0.461119876580165,FALSE,""
"w000927",60,50,1,499,-1.88280265776222,0.461119876580165,FALSE,""
"w000928",60,50,1,499,0.572693405598466,0.461119876580165,TRUE,""
"w000929",60,50,1,499,-2.04967791665065,0.461119876580165,FALSE,""
"w000930",60,50,1,499,-1.74685073195682,0.461119876580165,FALSE,""
"w000931",60,50,1,499,-0.494580051929832,0.461119876580165,FALSE,""
"w000932",60,50,1,499,-1.79486317913117,0.461119876580165,FALSE,""
"w000933",60,50,1,499,-1.0112018306326,0.461119876580165,FALSE,""
"w000934",60,50,1,499,-0.759120758247239,0.461119876580165,FALSE,""
"w000935",60,50,1,499,-1.57585981939249,0.461119876580165,FALSE,""
"w000936",60,50,1,499,-2.29338582679357,0.461119876580165,FALSE,""
"w000937",60,50,1,499,-1.21535375854549,0.461119876580165,FALSE,""
"w000938",60,50,1,499,-1.50191466240387,0.461119876580165,FALSE,""
"w000939",60,50,1,499,0.150563332323018,0.461119876580165,FALSE,""
"w000940",60,50,1,499,-0.824108099369666,0.461119876580165,FALSE,""
"w000941",60,50,1,499,-1.73906954998161,0.461119876580165,FALSE,""
"w000942",60,50,1,499,-0.431224370272792,0.461119876580165,FALSE,""
"w000943",60,50,1,499,-2.56386994143986,0.461119876580165,FALSE,""
"w000944",60,50,1,499,1.04805039035843,0.461119876580165,TRUE,""
"w000945",60,50,1,499,0.563090177197442,0.461119876580165,TRUE,""
"w000946",60,50,1,499,-0.854314306183229,0.461119876580165,FALSE,""
"w000947",60,50,1,499,-0.374227968313162,0.461119876580165,FALSE,""
"w000948",60,50,1,499,-0.551804671069552,0.461119876580165,FALSE,""
"w000949",60,50,1,499,-0.717121907554237,0.461119876580165,FALSE,""
"w000950",60,50,1,499,-1.11111227362833,0.461119876580165,FALSE,""
"w000951",60,50,1,499,-1.08022709118134,0.461119876580165,FALSE,""
"w000952",60,50,1,499,-1.71392773657232,0.461119876580165,FALSE,""
"w000953",60,50,1,499,-1.70193040941762,0.461119876580165,FALSE,""
"w000954",60,50,1,499,-0.593997888084098,0.461119876580165,FALSE,""
"w000955",60,50,1,499,-1.09258934071933,0.461119876580165,FALSE,""
"w000956",60,50,1,499,-1.79616248467252,0.461119876580165,FALSE,""
"w000957",60,50,1,499,-2.1490901264786,0.461119876580165,FALSE,""
"w000958",60,50,1,499,-0.919198314119873,0.461119876580165,FALSE,""
"w000959",60,50,1,499,-1.35859348270452,0.461119876580165,FALSE,""
"w000960",60,50,1,499,-2.47874394215577,0.461119876580165,FALSE,""
"w000961",60,50,1,499,-1.72610106058393,0.461119876580165,FALSE,""
"w000962",60,50,1,499,2.66444956956674,0.461119876580165,TRUE,""
"w000963",60,50,1,499,1.44840855182879,0.461119876580165,TRUE,""
"w000964",60,50,1,499,-2.12360247305554,0.461119876580165,FALSE,""
"w000965",60,50,1,499,-2.81848991290244,0.461119876580165,FALSE,""
"w000966",60,50,1,499,-0.523347899279727,0.461119876580165,FALSE,""
"w000967",60,50,1,499,-0.733829718039794,0.461119876580165,FALSE,""
"w000968",60,50,1,499,-1.74186356937395,0.461119876580165,FALSE,""
"w000969",60,50,1,499,-1.16279304498847,0.461119876580165,FALSE,""
"w000970",60,50,1,499,0.663387396093477,0.461119876580165,TRUE,""
"w000971",60,50,1,499,0.198214239121494,0.461119876580165,FALSE,""
"w000972",60,50,1,499,0.668856564692299,0.461119876580165,TRUE,""
"w000973",60,50,1,499,-1.77143320345689,0.461119876580165,FALSE,""
"w000974",60,50,1,499,-1.0048134287666,0.461119876580165,FALSE,""
"w000975",60,50,1,499,-1.46404920323427,0.461119876580165,FALSE,""
"w000976",60,50,1,499,-1.5311675415639,0.461119876580165,FALSE,""
"w000977",60,50,1,499,-2.98231795024877,0.461119876580165,FALSE,""
"w000978",60,50,1,499,-1.5679465253422,0.461119876580165,FALSE,""
"w000979",60,50,1,499,-0.538599297060073,0.461119876580165,FALSE,""
"w000980",60,50,1,499,-1.80789648657194,0.461119876580165,FALSE,""
"w000982",60,50,1,499,-0.734894451034712,0.461119876580165,FALSE,""
"w000983",60,50,1,499,-2.05658429824717,0.461119876580165,FALSE,""
"w000984",60,50,1,499,-1.27539219684094,0.461119876580165,FALSE,""
"w000985",60,50,1,499,-1.14559340681185,0.461119876580165,FALSE,""
"w000986",60,50,1,499,-0.835322619672353,0.461119876580165,FALSE,""
"w000987",60,50,1,499,1.12841213816974,0.461119876580165,TRUE,""
"w000988",60,50,1,499,-0.649677280678745,0.461119876580165,FALSE,""
"w000989",60,50,1,499,-1.49057421940804,0.461119876580165,FALSE,""
"w000990",60,50,1,499,-1.07076433064075,0.461119876580165,FALSE,""
"w000991",60,50,1,499,-0.640354633257393,0.461119876580165,FALSE,""
"w000992",60,50,1,499,-1.45592108465045,0.461119876580165,FALSE,""
"w000993",60,50,1,499,-1.29154018784392,0.461119876580165,FALSE,""
"w000994",60,50,1,499,1.00007894014315,0.461119876580165,TRUE,""
"w000995",60,50,1,499,-1.21266410809406,0.461119876580165,FALSE,""
"w000996",60,50,1,499,-0.478261065901502,0.461119876580165,FALSE,""
"w000997",60,50,1,499,-1.4111168564559,0.461119876580165,FALSE,""
"w000998",60,50,1,499,-1.38013842805673,0.461119876580165,FALSE,""
"w000999",60,50,1,499,-2.43997054790418,0.461119876580165,FALSE,""
"w001000",60,50,1,499,1.02679572757041,0.461119876580165,TRUE,""
"w001001",60,50,1,499,-2.06801125986886,0.461119876580165,FALSE,""
"w001002",60,50,1,499,-0.259226294513966,0.461119876580165,FALSE,""
"w001003",60,50,1,499,-2.19893004104745,0.461119876580165,FALSE,""
"w001004",60,50,1,499,-0.803107959811959,0.461119876580165,FALSE,""
"w001005",60,50,1,499,-1.33208200451135,0.461119876580165,FALSE,""
"w001006",60,50,1,499,-1.50629996425164,0.461119876580165,FALSE,""
"w001007",60,50,1,499,-1.46459951045358,0.461119876580165,FALSE,""
"w001008",60,50,1,499,-1.86098108397403,0.461119876580165,FALSE,""
"w001009",60,50,1,499,-1.19669731966233,0.461119876580165,FALSE,""
"w001010",60,50,1,499,-2.66083812409071,0.461119876580165,FALSE,""
"w001011",60,50,1,499,-1.80673775320591,0.461119876580165,FALSE,""
"w001012",60,50,1,499,-2.22941180919132,0.461119876580165,FALSE,""
"w001013",60,50,1,499,-0.417172851614396,0.461119876580165,FALSE,""
"w001014",60,50,1,499,-1.89094978861938,0.461119876580165,FALSE,""
"w001015",60,50,1,499,-2.41488203231952,0.461119876580165,FALSE,""
"w001016",60,50,1,499,-1.0142716556203,0.461119876580165,FALSE,""
"w001017",60,50,1,499,-2.47936216637552,0.461119876580165,FALSE,""
"w001018",60,50,1,499,-1.08951963389393,0.461119876580165,FALSE,""
"w001019",60,50,1,499,-1.50222887645223,0.461119876580165,FALSE,""
"w001020",60,50,1,499,-1.08118222994381,0.461119876580165,FALSE,""
"w001021",60,50,1,499,-2.77032765610024,0.461119876580165,FALSE,""
"w001022",60,50,1,499,-0.614741107140155,0.461119876580165,FALSE,""
"w001023",60,50,1,499,-1.574604089468,0.461119876580165,FALSE,""
"w001024",60,50,1,499,-0.839265408693132,0.461119876580165,FALSE,""
"w001025",60,50,1,499,-1.98022458532725,0.461119876580165,FALSE,""
"w001026",60,50,1,499,-0.936267945072992,0.461119876580165,FALSE,""
"w001027",60,50,1,499,-1.06487372943177,0.461119876580165,FALSE,""
"w001028",60,50,1,499,-2.28822595929357,0.461119876580165,FALSE,""
"w001029",60,50,1,499,-1.12065474269583,0.461119876580165,FALSE,""
"w001030",60,50,1,499,-1.66436902028939,0.461119876580165,FALSE,""
"w001031",60,50,1,499,0.0273049430952005,0.461119876580165,FALSE,""
"w001032",60,50,1,499,-1.87865563915053,0.461119876580165,FALSE,""
"w001033",60,50,1,499,-1.57803550590644,0.461119876580165,FALSE,""
"w001034",60,50,1,499,-0.595551721884584,0.461119876580165,FALSE,""
"w001035",60,50,1,499,-2.00076844669045,0.461119876580165,FALSE,""
"w001036",60,50,1,499,-2.41350857489569,0.461119876580165,FALSE,""
"w001037",60,50,1,499,0.891019988704709,0.461119876580165,TRUE,""
"w001038",60,50,1,499,-1.82154133677834,0.461119876580165,FALSE,""
"w001039",60,50,1,499,-1.52050779055155,0.461119876580165,FALSE,""
"w001040",60,50,1,499,-1.32715172561373,0.461119876580165,FALSE,""
"w001041",60,50,1,499,-1.48096865147548,0.461119876580165,FALSE,""
"w001042",60,50,1,499,-1.20243755279978,0.461119876580165,FALSE,""
"w001043",60,50,1,499,-1.66624792608881,0.461119876580165,FALSE,""
"w001044",60,50,1,499,-2.20073651393113,0.461119876580165,FALSE,""
"w001045",60,50,1,499,-1.8752292326269,0.461119876580165,FALSE,""
"w001046",60,50,1,499,-2.66653874020367,0.461119876580165,FALSE,""
"w001047",60,50,1,499,0.296453865931963,0.461119876580165,FALSE,""
"w001048",60,50,1,499,-1.5277524210235,0.461119876580165,FALSE,""
"w001049",60,50,1,499,-2.75900779931241,0.461119876580165,FALSE,""
"w001050",60,50,1,499,0.278775304898453,0.461119876580165,FALSE,""
"w001051",60,50,1,499,-1.74451790963957,0.461119876580165,FALSE,""
"w001052",60,50,1,499,-1.89355720886602,0.461119876580165,FALSE,""
"w001053",60,50,1,499,-1.49628205581593,0.461119876580165,FALSE,""
"w001054",60,50,1,499,0.0904444601204428,0.461119876580165,FALSE,""
"w001055",60,50,1,499,-2.30464406447319,0.461119876580165,FALSE,""
"w001056",60,50,1,499,-0.54543884961381,0.461119876580165,FALSE,""
"w001057",60,50,1,499,-1.66626208593779,0.461119876580165,FALSE,""
"w001058",60,50,1,499,-0.126443316429499,0.461119876580165,FALSE,""
"w001059",60,50,1,499,-0.822192353846674,0.461119876580165,FALSE,""
"w001060",60,50,1,499,-1.70912632664636,0.461119876580165,FALSE,""
"w001061",60,50,1,499,-0.0289405932043313,0.461119876580165,FALSE,""
"w001062",60,50,1,499,1.60383983528381,0.461119876580165,TRUE,""
"w001063",60,50,1,499,-1.56526940632227,0.461119876580165,FALSE,""
"w001064",60,50,1,499,0.834716325863871,0.461119876580165,TRUE,""
"w001065",60,50,1,499,0.51780219662716,0.461119876580165,TRUE,""
"w001066",60,50,1,499,-0.257978535141538,0.461119876580165,FALSE,""
"w001067",60,50,1,499,-0.149727810084866,0.461119876580165,FALSE,""
"w001068",60,50,1,499,0.600349382063913,0.461119876580165,TRUE,""
"w001069",60,50,1,499,-0.619878867501369,0.461119876580165,FALSE,""
"w001070",60,50,1,499,-1.73202548657008,0.461119876580165,FALSE,""
"w001071",60,50,1,499,-0.791049586469788,0.461119876580165,FALSE,""
"w001072",60,50,1,499,-1.18553971651611,0.461119876580165,FALSE,""
"w001073",60,50,1,499,-2.60810862639296,0.461119876580165,FALSE,""
"w001074",60,50,1,499,-0.401210604875773,0.461119876580165,FALSE,""
"w001075",60,50,1,499,-0.50940260683825,0.461119876580165,FALSE,""
"w001076",60,50,1,499,-1.6104328483437,0.461119876580165,FALSE,""
"w001077",60,50,1,499,-1.36475011421141,0.461119876580165,FALSE,""
"w001078",60,50,1,499,-0.653246649754447,0.461119876580165,FALSE,""
"w001079",60,50,1,499,-0.960979315519214,0.461119876580165,FALSE,""
"w001080",60,50,1,499,-1.37659268937175,0.461119876580165,FALSE,""
"w001081",60,50,1,499,-1.10315747374318,0.461119876580165,FALSE,""
"w001082",60,50,1,499,-1.60178586167453,0.461119876580165,FALSE,""
"w001083",60,50,1,499,-2.20335643311795,0.461119876580165,FALSE,""
"w001084",60,50,1,499,-1.36963163912721,0.461119876580165,FALSE,""
"w001085",60,50,1,499,-1.35148803912749,0.461119876580165,FALSE,""
"w001086",60,50,1,499,-0.905543468250912,0.461119876580165,FALSE,""
"w001087",60,50,1,499,1.35614075649584,0.461119876580165,TRUE,""
"w001088",60,50,1,499,0.21302584231954,0.461119876580165,FALSE,""
"w001089",60,50,1,499,-2.0916151349946,0.461119876580165,FALSE,""
"w001091",60,50,1,499,-0.812384688587052,0.461119876580165,FALSE,""
"w001092",60,50,1,499,0.170759742246034,0.461119876580165,FALSE,""
"w001093",60,50,1,499,0.643722422114928,0.461119876580165,TRUE,""
"w001094",60,50,1,499,-0.232083106864803,0.461119876580165,FALSE,""
"w001095",60,50,1,499,2.02818047454904,0.461119876580165,TRUE,""
"w001096",60,50,1,499,-1.10559571397946,0.461119876580165,FALSE,""
"w001098",60,50,1,499,-1.65950949088394,0.461119876580165,FALSE,""
"w001099",60,50,1,499,-1.32870603824924,0.461119876580165,FALSE,""
"w001100",60,50,1,499,-0.989504253680097,0.461119876580165,FALSE,""
"w001101",60,50,1,499,-1.27185860506311,0.461119876580165,FALSE,""
"w001102",60,50,1,499,-1.3629538577804,0.461119876580165,FALSE,""
"w001103",60,50,1,499,-0.924333849439696,0.461119876580165,FALSE,""
"w001104",60,50,1,499,-1.33905527642935,0.461119876580165,FALSE,""
"w001105",60,50,1,499,-0.524437002624316,0.461119876580165,FALSE,""
"w001106",60,50,1,499,1.91250722368628,0.461119876580165,TRUE,""
"w001107",60,50,1,499,-0.657107445471983,0.461119876580165,FALSE,""
"w001108",60,50,1,499,-1.76904672128969,0.461119876580165,FALSE,""
"w001109",60,50,1,499,-0.0836318958295737,0.461119876580165,FALSE,""
"w001110",60,50,1,499,-1.32791298648184,0.461119876580165,FALSE,""
"w001111",60,50,1,499,-2.09650744346633,0.461119876580165,FALSE,""
"w001112",60,50,1,499,-1.25357514186675,0.461119876580165,FALSE,""
"w001113",60,50,1,499,-0.949886002653179,0.461119876580165,FALSE,""
"w001114",60,50,1,499,-1.73810778527351,0.461119876580165,FALSE,""
"w001115",60,50,1,499,-1.22012308741311,0.461119876580165,FALSE,""
"w001116",60,50,1,499,-0.27199799833253,0.461119876580165,FALSE,""
"w001117",60,50,1,499,-1.12883470756561,0.461119876580165,FALSE,""
"w001118",60,50,1,499,-0.029268332721502,0.461119876580165,FALSE,""
"w001119",60,50,1,499,-0.669451507199864,0.461119876580165,FALSE,""
"w001120",60,50,1,499,-1.94096740974455,0.461119876580165,FALSE,""
"w001121",60,50,1,499,-1.69398780024648,0.461119876580165,FALSE,""
"w001122",60,50,1,499,-0.203087190497527,0.461119876580165,FALSE,""
"w001123",60,50,1,499,-1.28731093017817,0.461119876580165,FALSE,""
"w001124",60,50,1,499,-1.52262413926923,0.461119876580165,FALSE,""
"w001125",60,50,1,499,-0.970533471472845,0.461119876580165,FALSE,""
"w001126",60,50,1,499,0.71570451951819,0.461119876580165,TRUE,""
"w001127",60,50,1,499,-0.161337947250085,0.461119876580165,FALSE,""
"w001128",60,50,1,499,-1.40768104782385,0.461119876580165,FALSE,""
"w001129",60,50,1,499,0.410791977580498,0.461119876580165,FALSE,""
"w001130",60,50,1,499,1.72321128128184,0.461119876580165,TRUE,""
"w001131",60,50,1,499,-0.772809468251637,0.461119876580165,FALSE,""
"w001132",60,50,1,499,-0.453682045557412,0.461119876580165,FALSE,""
"w001133",60,50,1,499,-1.80249386696912,0.461119876580165,FALSE,""
"w001134",60,50,1,499,-1.59893516256688,0.461119876580165,FALSE,""
"w001135",60,50,1,499,-1.39188546216857,0.461119876580165,FALSE,""
"w001136",60,50,1,499,0.43056085289017,0.461119876580165,FALSE,""
"w001137",60,50,1,499,-2.0465765723788,0.461119876580165,FALSE,""
"w001138",60,50,1,499,-1.37654687840569,0.461119876580165,FALSE,""
"w001139",60,50,1,499,-1.67025393733947,0.461119876580165,FALSE,""
"w001140",60,50,1,499,-1.76917092331586,0.461119876580165,FALSE,""
"w001141",60,50,1,499,-1.74115785711928,0.461119876580165,FALSE,""
"w001142",60,50,1,499,0.416015796211502,0.461119876580165,FALSE,""
"w001143",60,50,1,499,-1.51911550574265,0.461119876580165,FALSE,""
"w001144",60,50,1,499,-0.781912173181129,0.461119876580165,FALSE,""
"w001145",60,50,1,499,-1.31870302944564,0.461119876580165,FALSE,""
"w001146",60,50,1,499,-1.3261041847434,0.461119876580165,FALSE,""
"w001147",60,50,1,499,-0.61633622158896,0.461119876580165,FALSE,""
"w001148",60,50,1,499,1.11570769411429,0.461119876580165,TRUE,""
